Publication	SRA sample ID	SRA run ID(s)	Library layout	Age category	Age	Technology	BAM URLs	Origin of sample	Tissue preservation method	Phenotype
Wang 2023	SRS16827904	SRR23546931,SRR23546932,SRR23546933,SRR23546934	PAIRED	post-puberty	post-puberty	10XV2	NA	postmortem from donor	fresh	WT
