Publication	SRA sample ID	SRA run ID	Library layout	Age category	Age (days)	Technology	BAM URLs	Origin of sample	Tissue preservation method	Phenotype
Ernst 2019	ERS2575676	ERR2662461,ERR2662462,ERR2662463,ERR2662464,ERR2662465,ERR2662466,ERR2662467,ERR2662468	PAIRED	.	67 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662461/do15983_S5_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662462/do15983_S5_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662463/do15983_S6_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662464/do15983_S6_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662465/do15983_S7_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662466/do15983_S7_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662467/do15983_S8_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662468/do15983_S8_L007.bam	.	.	WT
Ernst 2019	ERS2575677	ERR2662469,ERR2662470,ERR2662471,ERR2662472,ERR2662473,ERR2662474,ERR2662475,ERR2662476	PAIRED	.	67 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662469/do15984_S1_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662470/do15984_S1_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662471/do15984_S2_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662472/do15984_S2_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662473/do15984_S3_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662474/do15984_S3_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662475/do15984_S4_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662476/do15984_S4_L007.bam	.	.	WT
Ernst 2019	ERS2575678	ERR2662477,ERR2662478,ERR2662479,ERR2662480,ERR2662481,ERR2662482,ERR2662483,ERR2662484,ERR2662485,ERR2662486,ERR2662487,ERR2662488,ERR2662489,ERR2662490,ERR2662491,ERR2662492,ERR2662493,ERR2662494,ERR2662495,ERR2662496,ERR2662497,ERR2662498,ERR2662499,ERR2662500,ERR2662501,ERR2662502,ERR2662503,ERR2662504,ERR2662505,ERR2662506,ERR2662507,ERR2662508	PAIRED	.	63 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662477/do17622_S1_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662478/do17622_S1_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662479/do17622_S1_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662480/do17622_S1_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662481/do17622_S1_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662482/do17622_S1_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662483/do17622_S1_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662484/do17622_S1_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662485/do17622_S2_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662486/do17622_S2_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662487/do17622_S2_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662488/do17622_S2_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662489/do17622_S2_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662490/do17622_S2_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662491/do17622_S2_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662492/do17622_S2_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662493/do17622_S3_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662494/do17622_S3_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662495/do17622_S3_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662496/do17622_S3_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662497/do17622_S3_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662498/do17622_S3_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662499/do17622_S3_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662500/do17622_S3_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662501/do17622_S4_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662502/do17622_S4_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662503/do17622_S4_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662504/do17622_S4_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662505/do17622_S4_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662506/do17622_S4_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662507/do17622_S4_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662508/do17622_S4_L008.bam	.	.	WT
Ernst 2019	ERS2575679	ERR2662509,ERR2662510,ERR2662511,ERR2662512,ERR2662513,ERR2662514,ERR2662515,ERR2662516,ERR2662517,ERR2662518,ERR2662519,ERR2662520,ERR2662521,ERR2662522,ERR2662523,ERR2662524,ERR2662525,ERR2662526,ERR2662527,ERR2662528,ERR2662529,ERR2662530,ERR2662531,ERR2662532,ERR2662533,ERR2662534,ERR2662535,ERR2662536,ERR2662537,ERR2662538,ERR2662539,ERR2662540	PAIRED	.	63 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662509/do17623_S5_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662510/do17623_S5_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662511/do17623_S5_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662512/do17623_S5_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662513/do17623_S5_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662514/do17623_S5_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662515/do17623_S5_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662516/do17623_S5_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662517/do17623_S6_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662518/do17623_S6_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662519/do17623_S6_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662520/do17623_S6_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662521/do17623_S6_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662522/do17623_S6_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662523/do17623_S6_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662524/do17623_S6_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662525/do17623_S7_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662526/do17623_S7_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662527/do17623_S7_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662528/do17623_S7_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662529/do17623_S7_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662530/do17623_S7_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662531/do17623_S7_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662532/do17623_S7_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662533/do17623_S8_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662534/do17623_S8_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662535/do17623_S8_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662536/do17623_S8_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662537/do17623_S8_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662538/do17623_S8_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662539/do17623_S8_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662540/do17623_S8_L008.bam	.	.	WT
Ernst 2019	ERS2575680	ERR2662541,ERR2662542,ERR2662543,ERR2662544,ERR2662545,ERR2662546,ERR2662547,ERR2662548,ERR2662549,ERR2662550,ERR2662551,ERR2662552,ERR2662553,ERR2662554,ERR2662555,ERR2662556,ERR2662557,ERR2662558,ERR2662559,ERR2662560,ERR2662561,ERR2662562,ERR2662563,ERR2662564,ERR2662565,ERR2662566,ERR2662567,ERR2662568,ERR2662569,ERR2662570,ERR2662571,ERR2662572	PAIRED	.	67 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662541/do17815_S17_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662542/do17815_S17_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662543/do17815_S17_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662544/do17815_S17_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662545/do17815_S17_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662546/do17815_S17_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662547/do17815_S17_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662548/do17815_S17_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662549/do17815_S18_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662550/do17815_S18_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662551/do17815_S18_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662552/do17815_S18_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662553/do17815_S18_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662554/do17815_S18_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662555/do17815_S18_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662556/do17815_S18_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662557/do17815_S19_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662558/do17815_S19_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662559/do17815_S19_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662560/do17815_S19_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662561/do17815_S19_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662562/do17815_S19_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662563/do17815_S19_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662564/do17815_S19_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662565/do17815_S20_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662566/do17815_S20_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662567/do17815_S20_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662568/do17815_S20_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662569/do17815_S20_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662570/do17815_S20_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662571/do17815_S20_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662572/do17815_S20_L008.bam	.	.	WT
Ernst 2019	ERS2575681	ERR2662573,ERR2662574,ERR2662575,ERR2662576,ERR2662577,ERR2662578,ERR2662579,ERR2662580,ERR2662581,ERR2662582,ERR2662583,ERR2662584,ERR2662585,ERR2662586,ERR2662587,ERR2662588,ERR2662589,ERR2662590,ERR2662591,ERR2662592,ERR2662593,ERR2662594,ERR2662595,ERR2662596,ERR2662597,ERR2662598,ERR2662599,ERR2662600,ERR2662601,ERR2662602,ERR2662603,ERR2662604	PAIRED	.	67 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662573/do17816_S13_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662574/do17816_S13_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662575/do17816_S13_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662576/do17816_S13_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662577/do17816_S13_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662578/do17816_S13_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662579/do17816_S13_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662580/do17816_S13_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662581/do17816_S14_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662582/do17816_S14_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662583/do17816_S14_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662584/do17816_S14_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662585/do17816_S14_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662586/do17816_S14_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662587/do17816_S14_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662588/do17816_S14_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662589/do17816_S15_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662590/do17816_S15_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662591/do17816_S15_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662592/do17816_S15_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662593/do17816_S15_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662594/do17816_S15_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662595/do17816_S15_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662596/do17816_S15_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662597/do17816_S16_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662598/do17816_S16_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662599/do17816_S16_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662600/do17816_S16_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662601/do17816_S16_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662602/do17816_S16_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662603/do17816_S16_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662604/do17816_S16_L008.bam	.	.	WT
Ernst 2019	ERS2575682	ERR2662605,ERR2662606,ERR2662607,ERR2662608,ERR2662609,ERR2662610,ERR2662611,ERR2662612,ERR2662613,ERR2662614,ERR2662615,ERR2662616,ERR2662617,ERR2662618,ERR2662619,ERR2662620,ERR2662621,ERR2662622,ERR2662623,ERR2662624,ERR2662625,ERR2662626,ERR2662627,ERR2662628,ERR2662629,ERR2662630,ERR2662631,ERR2662632,ERR2662633,ERR2662634,ERR2662635,ERR2662636	PAIRED	.	10 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662605/do17821_S10_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662606/do17821_S10_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662607/do17821_S10_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662608/do17821_S10_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662609/do17821_S10_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662610/do17821_S10_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662611/do17821_S10_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662612/do17821_S10_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662613/do17821_S11_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662614/do17821_S11_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662615/do17821_S11_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662616/do17821_S11_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662617/do17821_S11_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662618/do17821_S11_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662619/do17821_S11_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662620/do17821_S11_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662621/do17821_S12_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662622/do17821_S12_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662623/do17821_S12_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662624/do17821_S12_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662625/do17821_S12_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662626/do17821_S12_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662627/do17821_S12_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662628/do17821_S12_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662629/do17821_S9_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662630/do17821_S9_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662631/do17821_S9_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662632/do17821_S9_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662633/do17821_S9_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662634/do17821_S9_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662635/do17821_S9_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662636/do17821_S9_L008.bam	.	.	WT
Ernst 2019	ERS2575683	ERR2662637,ERR2662638,ERR2662639,ERR2662640,ERR2662641,ERR2662642,ERR2662643,ERR2662644,ERR2662645,ERR2662646,ERR2662647,ERR2662648,ERR2662649,ERR2662650,ERR2662651,ERR2662652,ERR2662653,ERR2662654,ERR2662655,ERR2662656,ERR2662657,ERR2662658,ERR2662659,ERR2662660,ERR2662661,ERR2662662,ERR2662663,ERR2662664,ERR2662665,ERR2662666,ERR2662667,ERR2662668	PAIRED	.	20 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662637/do17824_S29_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662638/do17824_S29_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662639/do17824_S29_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662640/do17824_S29_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662641/do17824_S29_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662642/do17824_S29_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662643/do17824_S29_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662644/do17824_S29_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662645/do17824_S30_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662646/do17824_S30_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662647/do17824_S30_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662648/do17824_S30_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662649/do17824_S30_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662650/do17824_S30_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662651/do17824_S30_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662652/do17824_S30_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662653/do17824_S31_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662654/do17824_S31_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662655/do17824_S31_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662656/do17824_S31_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662657/do17824_S31_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662658/do17824_S31_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662659/do17824_S31_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662660/do17824_S31_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662661/do17824_S32_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662662/do17824_S32_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662663/do17824_S32_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662664/do17824_S32_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662665/do17824_S32_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662666/do17824_S32_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662667/do17824_S32_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662668/do17824_S32_L008.bam	.	.	WT
Ernst 2019	ERS2575684	ERR2662669,ERR2662670,ERR2662671,ERR2662672,ERR2662673,ERR2662674,ERR2662675,ERR2662676,ERR2662677,ERR2662678,ERR2662679,ERR2662680,ERR2662681,ERR2662682,ERR2662683,ERR2662684,ERR2662685,ERR2662686,ERR2662687,ERR2662688,ERR2662689,ERR2662690,ERR2662691,ERR2662692,ERR2662693,ERR2662694,ERR2662695,ERR2662696,ERR2662697,ERR2662698,ERR2662699,ERR2662700	PAIRED	.	30 days	10XV2	ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662669/do17825_S21_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662670/do17825_S21_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662671/do17825_S21_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662672/do17825_S21_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662673/do17825_S21_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662674/do17825_S21_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662675/do17825_S21_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662676/do17825_S21_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662677/do17825_S22_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662678/do17825_S22_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662679/do17825_S22_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662680/do17825_S22_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662681/do17825_S22_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662682/do17825_S22_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662683/do17825_S22_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662684/do17825_S22_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662685/do17825_S23_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662686/do17825_S23_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662687/do17825_S23_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662688/do17825_S23_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662689/do17825_S23_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662690/do17825_S23_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662691/do17825_S23_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662692/do17825_S23_L008.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662693/do17825_S24_L001.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662694/do17825_S24_L002.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662695/do17825_S24_L003.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662696/do17825_S24_L004.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662697/do17825_S24_L005.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662698/do17825_S24_L006.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662699/do17825_S24_L007.bam,ftp.sra.ebi.ac.uk/vol1/run/ERR266/ERR2662700/do17825_S24_L008.bam	.	.	WT
