Publication	SRA sample ID	SRA run ID(s)	Library layout	Age category	Age	Technology	BAM URLs	Origin of sample	Tissue preservation method	Phenotype
Yang 2021	SRS7528324	SRR12837076	PAIRED	adult	1.5 years	10XV3	NA	castration	fresh	WT
