Publication	SRA sample ID	SRA run ID(s)	Library layout	Age category	Age	Technology	BAM URLs	Origin of sample	Tissue preservation method	Phenotype
Zheng 2022	SRS9879449	SRR15569467,SRR15569468,SRR15569469,SRR15569470,SRR15569471,SRR15569472,SRR15569473,SRR15569474,SRR15569475,SRR15569476,SRR15569477,SRR15569478,SRR15569479,SRR15569480,SRR15569481,SRR15569482,SRR15569483,SRR15569484,SRR15569485,SRR15569486,SRR15569487,SRR15569488,SRR15569489,SRR15569490,SRR15569491,SRR15569492,SRR15569493,SRR15569494,SRR15569495,SRR15569496,SRR15569497,SRR15569498	PAIRED	adult	33 years	10XV3	NA	postmortem from donor	frozen	WT
